name,place_category,frequency
Aballava,populated place,1
Aballo,populated place,1
Aballum,populated place,1
Abdera,populated place,1
Abrittus,populated place,1
Abritus,populated place,1
Abudiacum,populated place,1
Abula,populated place,1
Abusina,populated place,1
Acci,populated place,1
Acinipo,populated place,1
Acrae,populated place,1
Ader,populated place,1
Adurni,populated place,1
Aelium Cetium,populated place,1
Aeminium,populated place,1
Aemona,populated place,1
Aequinoctium,populated place,1
Aesernia,populated place,1
Aesica,populated place,1
Agathe,populated place,1
Agedincum,populated place,1
Agrigentum,populated place,1
Agrippina,populated place,1
Agrippinae,populated place,1
Agrippinensium,populated place,1
Aguntum,populated place,1
Ala,populated place,1
Albanum,populated place,1
Almus,populated place,1
Altinum,populated place,1
Ambiani,populated place,1
Ambracia,populated place,1
Anchialus,populated place,1
Anderida,populated place,1
Anicium,populated place,1
Anio,populated place,1
Anisum,populated place,1
Antipolis,populated place,1
Antium,populated place,1
Apollonia,populated place,1
Apollonia Pontica,populated place,1
Apud Confluentes,populated place,1
Apulum,populated place,1
Aqua Viva,populated place,1
Aquileia,populated place,1
Aquincum,populated place,1
Aquis Voconis,populated place,1
Aquisgranium,populated place,1
Aquitania,region,1
Arausio,populated place,1
Arbeia,populated place,1
Arcidava,populated place,1
Arelape,populated place,1
Arelate,populated place,1
Argentoratum,populated place,1
Ariminium,populated place,1
Armorica,populated place,1
Arrabona,populated place,1
Arverni,populated place,1
Asisium,populated place,1
Asturica,populated place,1
Athenae,populated place,1
Atrans,populated place,1
Atrebatum,populated place,1
Atuatuca Tungrorum,populated place,1
Augustianis,populated place,1
Augustobona,populated place,1
Augustodunum,populated place,1
Augustonementum,populated place,1
Aulercorum,populated place,1
Aurelia,populated place,1
Aurelia Aquensi,populated place,1
Aurelianum,populated place,1
Autricum,populated place,1
Avennio,populated place,1
Aventicum,populated place,1
Baelo,populated place,1
Baelo Claudia,populated place,1
Baeloe,populated place,1
Baeterrae,populated place,1
Baetulo,populated place,1
Baiae,populated place,1
Barcino,populated place,1
Barium,populated place,1
Basti,populated place,1
Batavis,populated place,1
Batvorum,populated place,1
Bedriacum,populated place,1
Belgarum,populated place,1
Belgica,region,1
Belginum,populated place,1
Beneventum,populated place,1
Bergomum,populated place,1
Beroe,populated place,1
Berzobis,populated place,1
Bilbilis,populated place,1
Bilbilis Italica,populated place,1
Blariacum,populated place,1
Bona,populated place,1
Bononia,populated place,3
Bononia Malata,populated place,1
Bosona,populated place,1
Bracara,populated place,1
Bremetennacum Veteranorum,populated place,1
Brigantium,populated place,2
Brigetio,populated place,1
Britannia,region,1
Brivas,populated place,1
Brixellum,populated place,1
Brundisium,populated place,1
Budalia,populated place,1
Burdigala,populated place,1
Burrium,populated place,1
Caecilia Metellinum,populated place,1
Caesar,populated place,1
Caesaraugusta,populated place,1
Caesarodunum,populated place,1
Caesena,populated place,1
Calagurris,populated place,1
Calagurris Iulia Nasica,populated place,1
Cale,populated place,1
Caledonia,region,1
Callatis,populated place,1
Calleva Atrebatum,populated place,1
Cambria,region,1
Campi Catalaunii,populated place,1
Campona,populated place,1
Camulodunum,populated place,1
Cannabiaca,populated place,1
Cannae,populated place,1
Cantabrigia,populated place,1
Canusum,populated place,1
Caprae,populated place,1
Caprera,populated place,1
Carales,populated place,1
Carcaso,populated place,1
Carmo,populated place,1
Carmona,populated place,1
Carnotum,populated place,1
Carnuntum,populated place,1
Carteia,populated place,1
Carthago,populated place,1
Cascantum,populated place,1
Castrum Octavianum,populated place,1
Castulo,populated place,1
Cataractonium,populated place,1
Cauca,populated place,1
Celeia,populated place,1
Celsa,populated place,1
Cenabum Aureliani,populated place,1
Cenebelum,populated place,1
Cibalae,populated place,1
Cilurnum,populated place,1
Cirpi,populated place,1
Claudia Savaria,populated place,1
Claudii Vallensium,populated place,1
Claudiopolis,populated place,1
Clunia,populated place,1
Clusium,populated place,1
Comagena,populated place,1
Complutum,populated place,1
