name,industry,frequency
"""11er"" Nahrungsmittel",CONSUMER STAPLES,6
"""A-11""",CONSUMER STAPLES,6
"""A-11"" Holding",CONSUMER STAPLES,6
"""ARBÖ"" Auto- Motor- und Radfahrerbu",CONSUMER DISCRETIONARY,6
"""ARTAX"" Beteiligungs-",NOT RELEVANT,6
"""Am Hafen"" Sutterlüty GmbH &",FINANCIALS,6
"""BÜRORING"" Personalmanagement",INDUSTRIALS,6
"""DIETRICH LUFT + KLIMA",INDUSTRIALS,6
"""Das Goldberg""",CONSUMER DISCRETIONARY,6
"""Das Millstatt"" Seehotel Betriebs",REAL ESTATE,6
"""Die Presse"" Verlags-Gesellschaft m",COMMUNICATIONS,6
"""EUROFINA"" Liegenschaftsverwertungs",REAL ESTATE,6
"""Egosta"" Export- und Import",REAL ESTATE,6
"""Erzeugergemeinschaft Salzburger Ri",CONSUMER STAPLES,6
"""FANTOM"" Gebäudereinigung",REAL ESTATE,6
"""FREY WILLE"" GmbH & Co.",CONSUMER DISCRETIONARY,6
"""Fintes"" Handels",INDUSTRIALS,6
"""Flott"" Wäscherei Gesellschaft",INDUSTRIALS,6
"""G1"" Immobilienbesitz",FINANCIALS,6
"""GSG"" Gesellschaft für Stadtentwick",REAL ESTATE,6
"""Grünbau"" Jakel Gesellschaft",INDUSTRIALS,6
"""HAUS- U. KÜCHENTECHNIK"" Handels-Ge",CONSUMER DISCRETIONARY,6
"""Hotel Gmachl GmbH""",CONSUMER DISCRETIONARY,6
"""JA! NATÜRLICH"" Naturprodukte",CONSUMER STAPLES,6
"""JOSEFSHOF"" Immobilien",CONSUMER DISCRETIONARY,6
"""KOMPETENZ"" Wohnbau",INDUSTRIALS,6
"""Kaiser in Tirol""",CONSUMER DISCRETIONARY,6
"""Kindercompany""-Verein zur Unterst.",CONSUMER DISCRETIONARY,6
"""Kärntnerland""",REAL ESTATE,6
"""Käse Moosbrugger"" Stefan Fessler",CONSUMER STAPLES,6
"""Landforst"" Obersteirische Molkerei",CONSUMER STAPLES,6
"""Leopoldauer Alm"" Gastronomiebetrie",NOT RELEVANT,6
"""Leykam"" Gemeinnützige Wohn-,",REAL ESTATE,6
"""MIBAG"" Sanierungs",INDUSTRIALS,6
"""Martoni"" Transport",INDUSTRIALS,6
"""Naturgut"" Kompostierung u.Landscha",INDUSTRIALS,6
"""PBS Austria Papier Büro und Schrei",NOT RELEVANT,6
"""PRUBOS"" Beteiligungs",FINANCIALS,6
"""Photo-Video Club Paradiso""",REAL ESTATE,6
"""R & S"" Reitermayr und Schütz",INDUSTRIALS,6
"""Ring"" International",INDUSTRIALS,6
"""SAR"" Leasing Gesellschaft",CONSUMER DISCRETIONARY,6
"""SEPTO"" Beteiligungs",REAL ESTATE,6
"""SIRO Beschläge- und Metallwarenfab",INDUSTRIALS,6
"""SWK"" Isolierungstechnik",INDUSTRIALS,6
"""Sales Crew"" Verkaufsförderung",COMMUNICATIONS,6
"""Seiko"" Flowcontrol Gesellschaft m.",INFORMATION TECHNOLOGY,6
"""Stag"" Staubgut-Transport",INDUSTRIALS,6
"""Starlinger"" Export",NOT RELEVANT,6
"""Strabag Arbeits- und Sozialfonds""",INDUSTRIALS,6
"""Südburg"" Kraftwagen - Betriebs -",INDUSTRIALS,6
"""Theater in der Josefstadt""",COMMUNICATIONS,6
"""Tullnbau"" Gemeinnützige Wohn-",REAL ESTATE,6
"""U.M."" Bau",REAL ESTATE,6
"""UBM 1"" Liegenschaftsverwertung Ges",NOT RELEVANT,6
"""UNSER LAGERHAUS"" WARENHANDELSGESEL",CONSUMER STAPLES,6
"""VOG""",CONSUMER STAPLES,6
"""WIHO"" Hofbauer",INDUSTRIALS,6
"""WOJNAR'S WIENER LECKERBISSEN""",CONSUMER STAPLES,6
"""Wohnungseigentümer""",REAL ESTATE,6
"""WÄLDERHAUS"" Handels GmbH& Co.",CONSUMER DISCRETIONARY,6
"""Zentrum Puntigam"" Errichtungs-",NOT RELEVANT,6
"""smart technologies"" Management-Ber",INFORMATION TECHNOLOGY,6
"""Österreichisches",REAL ESTATE,6
&,CONSUMER DISCRETIONARY,6
&,INDUSTRIALS,6
& C Holding Österreich,MATERIALS,6
& C KB Holding,MATERIALS,6
& CO,CONSUMER STAPLES,6
& CO STAHLBAU,INDUSTRIALS,6
