place_category,beginning
concave shoreline,Mur
concave shoreline,Murg
concave shoreline,Murgu
concave shoreline,Murgui
convex shoreline,Aiz
convex shoreline,Aizl
convex shoreline,Aizla
convex shoreline,Aizlan
convex shoreline,Aizt
convex shoreline,Aizta
convex shoreline,Aiztan
convex shoreline,Alc
convex shoreline,Alco
convex shoreline,Alcol
convex shoreline,Alcole
convex shoreline,Arr
convex shoreline,Arri
convex shoreline,Arril
convex shoreline,Arrila
convex shoreline,Esq
convex shoreline,Esqu
convex shoreline,Esqui
convex shoreline,Esquil
convex shoreline,Gal
convex shoreline,Gale
convex shoreline,Galea
convex shoreline,Hig
convex shoreline,Higu
convex shoreline,Higue
convex shoreline,Higuer
convex shoreline,Iru
convex shoreline,Irua
convex shoreline,Iruar
convex shoreline,Iruarr
convex shoreline,Isa
convex shoreline,Isar
convex shoreline,Isarr
convex shoreline,Isarrí
convex shoreline,Ite
convex shoreline,Itei
convex shoreline,Iteic
convex shoreline,Iteico
convex shoreline,Izu
convex shoreline,Izus
convex shoreline,Izust
convex shoreline,Izusta
convex shoreline,Luc
convex shoreline,Luce
convex shoreline,Lucer
convex shoreline,Lucero
convex shoreline,Mac
convex shoreline,Mach
convex shoreline,Machi
convex shoreline,Machic
convex shoreline,Mat
convex shoreline,Matx
convex shoreline,Matxi
convex shoreline,Matxix
convex shoreline,May
convex shoreline,Mayo
convex shoreline,Mayor
convex shoreline,Neg
convex shoreline,Negr
convex shoreline,Negro
convex shoreline,Ogo
convex shoreline,Ogoñ
convex shoreline,Ogoño
convex shoreline,Org
convex shoreline,Orgu
convex shoreline,Orgul
convex shoreline,Orgull
convex shoreline,Pra
convex shoreline,Prai
convex shoreline,Prait
convex shoreline,Praite
convex shoreline,San
convex shoreline,Sant
convex shoreline,Santa
convex shoreline,Sen
convex shoreline,Seno
convex shoreline,Senoc
convex shoreline,Senoco
convex shoreline,Tur
convex shoreline,Turr
convex shoreline,Turri
convex shoreline,Turril
convex shoreline,Urg
convex shoreline,Urgu
convex shoreline,Urgul
convex shoreline,Urgull
convex shoreline,Vil
convex shoreline,Vill
convex shoreline,Villa
convex shoreline,Villan
elevated area,Amb
elevated area,Ambo
elevated area,Ambot
elevated area,Amboto
elevated area,Jai
elevated area,Jaiz
elevated area,Jaizk
elevated area,Jaizki
elevated area,Jaizq
elevated area,Jaizqu
elevated area,Jat
elevated area,Jata
elevated area,Oiz
elevated area,Pag
elevated area,Pago
elevated area,Pagoc
elevated area,Pagoch
elevated area,Por
elevated area,Port
elevated area,Porti
elevated area,Portil
elevated area,Sal
elevated area,Salv
elevated area,Salva
elevated area,Salvad
elevated area,Sol
elevated area,Soll
elevated area,Sollu
elevated area,Sollub
elevated area,Uzt
elevated area,Uztu
elevated area,Uztur
elevated area,Uzturr
elevation,Ada
elevation,Adar
elevation,Adarr
elevation,Adarra
elevation,Ait
elevation,Aitl
elevation,Aitll
elevation,Aitllu
elevation,Aitz
elevation,Aitzg
elevation,Aitzgo
elevation,Ald
elevation,Aldu
elevation,Aldur
elevation,Aldura
elevation,And
elevation,Andu
elevation,Andut
elevation,Andutz
elevation,Anduz
elevation,Asa
elevation,Asal
elevation,Asald
elevation,Asaldi
elevation,Azc
elevation,Azco
elevation,Azcoi
elevation,Azcoin
elevation,Azcá
elevation,Azcár
elevation,Azcára
elevation,Cha
elevation,Char
elevation,Chart
elevation,Charti
elevation,Chi
elevation,Chin
elevation,Chind
elevation,Chindo
elevation,Frí
elevation,Frío
elevation,Gal
elevation,Gala
elevation,Galar
elevation,Galarr
elevation,Gan
elevation,Gane
elevation,Ganec
elevation,Ganeco
elevation,Gaz
elevation,Gazu
elevation,Gazum
elevation,Gazuma
elevation,Igu
elevation,Igue
elevation,Iguel
elevation,Igueld
elevation,Iqu
elevation,Ique
elevation,Iquel
elevation,Iqueld
elevation,Iza
