name,frequency,place_type,place_category
Alto de la Trona,1,peak,elevation
Ampurdán,1,plain,area
Arroyo Boella Grande,1,river,stream
Arroyo Brugent,1,river,stream
Arroyo Cairot,1,river,stream
Arroyo de Adan,1,river,stream
Arroyo de Albet,1,river,stream
Arroyo de Bañeras,1,river,stream
Arroyo de Boella,1,river,stream
Arroyo de Camarles,1,river,stream
Arroyo de Canyellas,1,river,stream
Arroyo de Cartró,1,river,stream
Arroyo de Casa Cairot,1,river,stream
Arroyo de Casanovas,1,river,stream
Arroyo de Casas Novas,1,river,stream
Arroyo de Comapruneda,1,river,stream
Arroyo de Corps,1,river,stream
Arroyo de Juncosa,1,river,stream
Arroyo de la Baorada,1,river,stream
Arroyo de la Chamora,1,river,stream
Arroyo de la Cisquella,1,river,stream
Arroyo de la Cisqueta,1,river,stream
Arroyo de la Facina,1,river,stream
Arroyo de la Femosa,1,river,stream
Arroyo de la Figueras,1,river,stream
Arroyo de la Mina,1,river,stream
Arroyo de las Canales,1,river,stream
Arroyo de las Covas,1,river,stream
Arroyo de les Valls de las Boberolas,1,river,stream
Arroyo de Lledó,1,river,stream
Arroyo de los Bribones,1,river,stream
Arroyo de Macherri,1,river,stream
Arroyo de Majó de Vall del’s Horts,1,river,stream
Arroyo de Montbellet,1,river,stream
Arroyo de Pontons,1,river,stream
Arroyo de Saladern,1,river,stream
Arroyo de San Francisco,1,river,stream
Arroyo de San Juan,1,river,stream
Arroyo de San Mauricio,1,river,stream
Arroyo de San Nicolás,1,river,stream
Arroyo de Solanell,1,river,stream
Arroyo de Val de Adá,1,river,stream
Arroyo de Vall Checa,1,river,stream
Arroyo de Vall de Artés,1,river,stream
Arroyo de Vall de Figueras,1,river,stream
Arroyo de Vall de Horts,1,river,stream
Arroyo de Vall de Melóns,1,river,stream
Arroyo de Vall des Olives,1,river,stream
Arroyo de Vall Escorres,1,river,stream
Arroyo de Vall Mayor,1,river,stream
Arroyo de Vallcansada,1,river,stream
Arroyo de Valle Mayor,1,river,stream
Arroyo de Vallfogona,1,river,stream
Arroyo de Vianya,1,river,stream
Arroyo de Vilovi,1,river,stream
Arroyo de Vinaixa,1,river,stream
Arroyo del Llop de Chebeli,1,river,stream
Arroyo del Pixador,1,river,stream
Arroyo del Puente de la Fusta,1,river,stream
Arroyo del Regué,1,river,stream
Arroyo del Siscal,1,river,stream
Arroyo dels Bribons,1,river,stream
Arroyo Fudaró,1,river,stream
Arroyo Grande,1,river,stream
Arroyo Plat de Meda,1,river,stream
Arroyo Pont de la Fusta,1,river,stream
Arroyo Regus Salad,1,river,stream
Arroyo Saladenr,1,river,stream
Arroyo Salud,1,river,stream
Arroyo Vall Comas de Vinaixa,1,river,stream
Arroyo Vall de Adá,1,river,stream
Arroyo Vall de Comas de Vinaixa,1,river,stream
Arroyo Vall de Vigas,1,river,stream
Aumenara,1,mountain,elevation
Bahía de Cap-Ras,1,cove,concave shoreline
Bahía de Llansá,1,cove,concave shoreline
Bahía de Rosas,1,bay,concave shoreline
Balsa de Anfacadas,1,lagoon,basin
Balsa de la Arena,1,lagoon,basin
