name,place_category,frequency
Abendberg,elevation,1
Ablat,populated place,1
Abtezoda,populated place,1
Abtugsgraban,stream,1
Akan,stream,10
Akezing,populated place,1
Aktersklag,populated place,1
Aktrup,populated place,1
Ackumes Ea,strait,1
Adernbak,stream,1
Adlant,populated place,1
Ahausan,populated place,6
Aha,populated place,9
Aalerds,stream,1
Aalerdsberg,elevation,1
Aalstates,elevation,1
Aaneberg,elevation,1
Aaneby,populated place,1
Ahornberg,elevation,3
Aarenshoftes,marsh,1
Aidernbak,stream,1
Alakes,elevation,1
Albertain,populated place,1
Aldinges,elevation,1
Alenberg,elevation,3
Alexisdorp,populated place,1
Alflan,populated place,1
Allenberg,elevation,3
Allhorn,elevation,1
Allmand,populated place,1
Allmannsberg,elevation,1
Allmannsweeis,populated place,1
Allmuds,elevation,1
Almberg,elevation,1
Almerfeld,populated place,1
Almgraban,stream,1
Alpa,populated place,3
Alpi,elevated area,1
Alsk,elevation,1
Aldan,elevation,1
Aldenhammes,populated place,3
Aldenkreit,populated place,1
Aldes Gezikt,elevation,1
Aldgaul,populated place,1
Aldlayes,stream,1
Aldmyhl,populated place,1
Aldskonau,populated place,1
Altbak,stream,1
Amelinghausan,populated place,1
Amern,populated place,1
Amerwolp,basin,1
Ammeldingan Bei Neuerburg,populated place,1
Ammerwolp,basin,1
Ammerwolfweihes,basin,1
Amos,stream,1
An Des Maulin,populated place,1
An Des Weinleida,populated place,1
Angelbak,stream,1
Anges,basin,1
Angezoda,populated place,1
Angfeld,populated place,1
Angst,elevation,2
Annahaua,elevation,1
Annasea,basin,1
Anskop,elevation,1
Andonsberg,elevation,1
Andonstal,populated place,1
Andweiles,populated place,2
Apelland Groda,island,1
Apelbak,stream,3
Apelberg,elevation,3
Apelshaua,elevation,1
Appelland,island,1
Arks Wial,stream,1
Arkswaila,stream,1
Azennest,elevation,1
Arles,elevation,1
Armsberg,elevation,1
Arnhofan,populated place,4
Arnsbak,populated place,1
Arxt,basin,1
Art,elevation,1
As,stream,2
Asbakerhudta,populated place,1
Ask Tal,depression,1
Askaues,stream,1
Askbak,populated place,6
Addorp,populated place,1
Aubak,stream,21
Auda,elevation,1
Aua,underwater elevation,1
Auernhofan,populated place,1
Auersberg,elevation,2
Aufganga,elevation,1
Augrund,depression,1
Aulosan,populated place,1
Auzas,populated place,1
Aurbak,populated place,1
Audmud,stream,1
Avendoftes,basin,1
Ayrhof,populated place,1
At,depression,1
Baalensea,basin,1
Bak Und Aldenberg,populated place,1
Bakenberg,populated place,1
Bakham,populated place,4
Backnang,populated place,1
Baggersea,basin,1
Baalas,elevated area,1
Baalburg,populated place,1
Baalings,populated place,1
Baandeik,basin,1
Baaran,basin,1
Baaro,populated place,1
Balesfeld,populated place,1
Ball,populated place,1
Ballersdorp,populated place,2
