place_category,beginning
basin,Lan
basin,Hei
basin,Sta
basin,Neu
basin,Sta
basin,Sea
basin,Dreb
basin,Skl
basin,Sku
basin,Ska
basin,Midtel
basin,Skwart
basin,Deufels
concave shoreline,Bra
convex shoreline,Sk
elevated area,Sk
elevation,Wei
elevation,Has
elevation,Sta
elevation,Hei
elevation,Rei
elevation,Hal
elevation,Han
elevation,Has
elevation,All
elevation,Lan
elevation,Str
elevation,Fro
elevation,Hol
elevation,Him
elevation,Kra
elevation,Gro
elevation,Gei
elevation,Win
elevation,Wei
elevation,Stu
elevation,Kaa
elevation,Spa
elevation,Was
elevation,Wai
elevation,Wan
elevation,Wol
elevation,Wos
elevation,Bru
elevation,Eck
elevation,Bei
elevation,Dos
elevation,Gol
elevation,Gra
elevation,Wil
elevation,Kas
elevation,Kul
elevation,Kuh
elevation,Lea
elevation,Lin
elevation,Mei
elevation,Mas
elevation,Hau
elevation,Mon
elevation,Ran
elevation,Rau
elevation,Rai
elevation,Ros
elevation,Sta
elevation,Hes
elevation,Drei
elevation,Skl
elevation,Hok
elevation,Wak
elevation,Obes
elevation,Skm
elevation,Kind
elevation,Ski
elevation,Buk
elevation,Roda
elevation,Ska
elevation,Burg
elevation,Frei
elevation,Stei
elevation,Kell
elevation,Haua
elevation,Eik
elevation,Spei
elevation,Spid
elevation,Kreu
elevation,Rot
elevation,Skn
elevation,Geis
elevation,Stein
elevation,Skau
elevation,Furst
elevation,Brand
elevation,Kirk
elevation,Vogels
elevation,Skwart
populated place,Bes
populated place,Wei
populated place,Dei
populated place,Lau
populated place,Kra
populated place,Bra
populated place,Kem
populated place,Ald
populated place,Hol
populated place,Hes
populated place,Mas
populated place,Hau
populated place,Eng
populated place,Sei
populated place,Wan
populated place,Wes
populated place,Win
populated place,Hai
populated place,Hem
populated place,Bro
populated place,Gei
populated place,Dos
populated place,Kau
populated place,Heu
populated place,Leu
populated place,Mal
populated place,Dai
populated place,Man
populated place,Mun
populated place,Daa
populated place,Ell
populated place,Ham
populated place,Ram
populated place,Dan
populated place,Ein
populated place,San
populated place,Sau
populated place,Kam
populated place,Sea
populated place,Kas
populated place,Sin
populated place,Wol
populated place,Fes
populated place,Rod
populated place,Hei
populated place,Vos
populated place,Baa
populated place,Ban
populated place,Bas
populated place,Bri
populated place,Wei
populated place,Ak
populated place,Sta
populated place,Dra
populated place,Ska
populated place,Nord
populated place,Leip
populated place,Grot
populated place,Bill
populated place,Skl
populated place,Well
populated place,Bak
populated place,Krum
populated place,Ball
populated place,Geza
populated place,Hind
populated place,Brau
populated place,Fran
populated place,Lang
populated place,Prem
populated place,Raur
populated place,Undes
populated place,Skwa
populated place,Neuan
populated place,Kirk
populated place,Oberg
populated place,Ostes
populated place,Midta
populated place,Oberl
populated place,Oberd
populated place,Reik
populated place,Skmi
populated place,Skwa
populated place,Stein
populated place,Kleinh
populated place,Hauenb
populated place,Oberha
populated place,Neiderb
stream,Rod
stream,Wes
stream,Sea
stream,Wei
stream,Hei
stream,Gro
stream,Str
stream,Sei
stream,Han
stream,Gei
stream,Gri
stream,Mai
stream,Neu
stream,Nei
stream,Ost
stream,Gra
stream,Wei
stream,Dus
stream,Kis
stream,Wal
stream,Dro
stream,Lea
stream,Wil
stream,Bei
stream,Bro
stream,Ska
stream,Holl
stream,Reid
stream,Midt
stream,Rinn
stream,Skm
stream,Langa
stream,Grent
stream,Skan
stream,Skla
stream,Stein
