name,industry,frequency
& B TRANS,INDUSTRIALS,5
& B TRANS COOP,INDUSTRIALS,5
& B TRANS FRIGO,INDUSTRIALS,5
& L INTERNATIONAL DOO,CONSUMER STAPLES,5
& LOMB POLAND SP. Z.O.O.,HEALTH CARE,5
& YOUNG CONSULTING,INDUSTRIALS,5
& YOUNG DOO,INDUSTRIALS,5
(BRANKO),CONSUMER STAPLES,5
(MILIVOJ),CONSUMER STAPLES,5
(NENAD),CONSUMER STAPLES,5
(VELEMIR),CONSUMER STAPLES,5
(VELIMIR),CONSUMER STAPLES,5
(ZIVAN),CONSUMER STAPLES,5
- BALKAN DOO VALJEVO,NOT RELEVANT,5
- HOLDING,NOT RELEVANT,5
- MIRKOS DOO,CONSUMER DISCRETIONARY,5
- U STECAJU,INFORMATION TECHNOLOGY,5
-U,NOT RELEVANT,5
011,INDUSTRIALS,5
02 DOO,CONSUMER STAPLES,5
025,CONSUMER STAPLES,5
"07 D.O.O.,",CONSUMER DISCRETIONARY,5
100 - U,CONSUMER DISCRETIONARY,5
2. MAJ KRAN,INDUSTRIALS,5
200 - U,CONSUMER DISCRETIONARY,5
2001 DOO,INDUSTRIALS,5
2010 DOO,CONSUMER STAPLES,5
2022,CONSUMER DISCRETIONARY,5
21. JANUAR,INDUSTRIALS,5
220-B DOO,CONSUMER DISCRETIONARY,5
3 TERM,INDUSTRIALS,5
3S INVEST DOO,HEALTH CARE,5
4 M DOO,CONSUMER DISCRETIONARY,5
5D DOO PANEVLJE,INDUSTRIALS,5
7 JULI AD DEBRC,CONSUMER STAPLES,5
7 JULI DOO,CONSUMER STAPLES,5
7. JULI PROMET DOO,CONSUMER STAPLES,5
7.JULI TRGOVINA DOO,CONSUMER STAPLES,5
9. SEPTEMBAR - TISSUE CONVERTING,INDUSTRIALS,5
9.MAJ,CONSUMER STAPLES,5
A P SIDRO DOO NOVI,INDUSTRIALS,5
A SPORT DD,CONSUMER DISCRETIONARY,5
A-G DINAS 2005 DOO BEOGRAD - U,CONSUMER DISCRETIONARY,5
A-GRUPA,NOT RELEVANT,5
A-MEDIA DOO,NOT RELEVANT,5
A.D.,CONSUMER DISCRETIONARY,5
A.D.,CONSUMER STAPLES,5
A.M.A. GROUP,INDUSTRIALS,5
A1,COMMUNICATIONS,5
A2B EJ TU BI LOGISTIKA,INDUSTRIALS,5
A2B EXPRESS DELIVERY,NOT RELEVANT,5
AAA-1 RENT,INDUSTRIALS,5
AB CONSTRUCT TEAM DOO,INDUSTRIALS,5
ABB,INDUSTRIALS,5
ABBVIE,HEALTH CARE,5
ABC FOOD,CONSUMER STAPLES,5
ABC MAZIVA,MATERIALS,5
ABELA PHARM DOO,HEALTH CARE,5
ABT LOGISTIC 2021,INDUSTRIALS,5
ABV DISTRIBUCIJA,CONSUMER STAPLES,5
AC AUTO D.O.O BEOGRAD - U,NOT RELEVANT,5
AC BRAJIC,CONSUMER DISCRETIONARY,5
AC INTERSREM,CONSUMER DISCRETIONARY,5
ACCENTURE SERVICES,INDUSTRIALS,5
ACETIK DOO,INDUSTRIALS,5
ACIBADEM BEL MEDIC SLAVIJA,HEALTH CARE,5
ACIKO-KOMERC DOO,CONSUMER STAPLES,5
ACO GRADEVINSKI ELEMENTI DOO KRNJ,INDUSTRIALS,5
ACP AUTOMOTIVE D O O,CONSUMER DISCRETIONARY,5
ACTAVIS DOO,HEALTH CARE,5
ACTERRNA DOO BEOGRAD - U,HEALTH CARE,5
ACTIVE DESIGN,CONSUMER DISCRETIONARY,5
AD,CONSUMER DISCRETIONARY,5
AD,CONSUMER STAPLES,5
AD,HEALTH CARE,5
AD,INDUSTRIALS,10
AD,NOT RELEVANT,5
AD DOO,INDUSTRIALS,5
AD HOLDING KOMPANIJA,NOT RELEVANT,5
AD IGM RUMA,MATERIALS,5
AD NOVI,INDUSTRIALS,5
AD VRBAS,NOT RELEVANT,5
ADAM-SPED SYSTEM,INDUSTRIALS,5
ADAMOGRADNJA DOO BEOGRAD - U,INDUSTRIALS,5
ADDUCO TRADING,ENERGY,5
ADECCO HUMAN RESOURCES DOO,NOT RELEVANT,5
ADECCO OUTSOURCING DOO,INDUSTRIALS,5
ADECO DOO NOVI,MATERIALS,5
ADIGE BITUMI IMPRESA SPA,INDUSTRIALS,5
ADIMES DOO BEOGRAD (ZVEZDARA) -,CONSUMER STAPLES,5
ADONIS DOO SOKOBANJA,CONSUMER STAPLES,5
ADRENALIN DOO,CONSUMER DISCRETIONARY,5
ADRIA MEDIA GROUP,COMMUNICATIONS,5
ADRIA NEW ENERGY,CONSUMER DISCRETIONARY,5
ADRIA TRGOVINA,CONSUMER STAPLES,5
ADRIATIC DISTRIBUTION,HEALTH CARE,5
ADRIATIC FOODS,CONSUMER STAPLES,5
ADRIATIC MINORITYCO 003 D.O.O. BEO,CONSUMER STAPLES,5
ADRIATIC S DOO BEOGRAD-SURC,CONSUMER STAPLES,5
ADVANCED SECURITY SYSTEM,INDUSTRIALS,5
ADVANTO DOO,INDUSTRIALS,5
ADVISE INSTITUTE,INDUSTRIALS,5
AEGON,REAL ESTATE,5
AERODROM,NOT RELEVANT,5
AERODROM KETERING DOO,INDUSTRIALS,5
AEROFRUTI DOO SEVOJNO,CONSUMER STAPLES,5
AEROLAB DOO,INDUSTRIALS,5
AEROSFERA DOO,CONSUMER DISCRETIONARY,5
AEVUM PET CARE DOO BEOGRAD-NOVI,CONSUMER STAPLES,5
AFARAK DOO,MATERIALS,5
AFCO,MATERIALS,5
AG,INDUSTRIALS,5
AG INSTITUT D.O.O. NOVI,INDUSTRIALS,5
AGEM DOO,NOT RELEVANT,5
AGENA TECHNOLOGY DOO,NOT RELEVANT,5
AGENCIJA COLOR MEDIA,CONSUMER DISCRETIONARY,5
AGENT DOO BEZDAN,INDUSTRIALS,5
AGENT PLUS,INDUSTRIALS,5
AGENT PLUS DOO,INDUSTRIALS,5
AGORA ECO,UTILITIES,5
AGRANO,CONSUMER STAPLES,5
AGRAR,CONSUMER STAPLES,10
AGRAR A.D.,CONSUMER STAPLES,5
AGRAR-KOMERC DOO MALA KRSNA,NOT RELEVANT,5
AGRAR-PETROVIC,CONSUMER DISCRETIONARY,5
AGRARIA TIM DOO - U,CONSUMER STAPLES,5
AGRIBO CO. D.O.O. - U,CONSUMER STAPLES,5
AGRICOM COMPANY GROUP,CONSUMER STAPLES,5
AGRICULTURE,CONSUMER STAPLES,5
AGRIMATCO NOVI,MATERIALS,5
AGRINOVA DOO NOVI,INDUSTRIALS,5
AGRO JOVAN,UTILITIES,5
AGRO PLUS DOO,NOT RELEVANT,5
AGRO RAVANGRAD DOO SOMBO,CONSUMER STAPLES,5
AGRO TEAM DOO NOVI,MATERIALS,5
AGRO-DOLE DOO,CONSUMER STAPLES,5
AGRO-KULA,INDUSTRIALS,5
AGRO-PROMET DOO,CONSUMER STAPLES,5
AGROBALKAN,NOT RELEVANT,5
AGROCOOP - U,CONSUMER STAPLES,5
AGROCRNJA,CONSUMER STAPLES,5
AGRODINAMIKA,CONSUMER STAPLES,5
AGROECONOMIST DOO,CONSUMER DISCRETIONARY,5
AGROEXPORT AD,CONSUMER DISCRETIONARY,5
AGROFARM,CONSUMER DISCRETIONARY,5
AGROFARM-TRADE DOO,CONSUMER DISCRETIONARY,5
AGROFINA SISTEM DOO,CONSUMER STAPLES,5
AGROFROST DOO BEOGRAD - U,CONSUMER STAPLES,5
AGROGLOBE,CONSUMER STAPLES,5
AGROGRNJA DOO PIVNICE,CONSUMER STAPLES,5
AGROHEM - U,NOT RELEVANT,5
AGROHEMIKA DOO BACKI PETROVAC,CONSUMER STAPLES,5
