name,place_category,frequency
Abejučių,elevation,1
Abramaučiznos,basin,1
Acintas,basin,1
Adamavo,basin,1
Adamchuki,populated place,1
Adomavas,populated place,1
Adutiškio,elevation,1
Adutiškio Kelias,populated place,1
Agailiai,populated place,1
Agailės,populated place,1
Agilos,convex shoreline,1
Airupė,stream,1
Aisetas,basin,1
Aiseto,basin,1
Akelės,basin,1
Aklažeris,basin,1
Aklutis,basin,2
Akmene,stream,2
Akmeniškių,elevation,1
Aknystėlių,elevation,1
Aktapolis,populated place,1
Akuotai,populated place,1
Akuotninkai,populated place,1
Akvieriškės,elevation,1
Alantos,elevation,1
Alautės,populated place,1
Alaušai,populated place,1
Aldikis,basin,1
Aleininkai,basin,1
Aleininkai,populated place,2
Alejūnai,populated place,2
Alica,stream,1
Alka,elevation,1
Alkiškių,populated place,1
Alko,populated place,1
Alkos,elevation,1
Alksnių,convex shoreline,1
Alksnių,elevation,1
Alkupe,populated place,1
Alsakys,basin,1
Alseliai,populated place,1
Alsetos,elevation,1
Alsėdžiai,basin,1
Alsėdžių,elevation,1
Altoniškių,elevation,1
Aluotų,elevation,1
Alvito,basin,1
Alytaus,elevation,1
Alšyčia,stream,1
Amalviškiai,populated place,1
Ambraziškiai,populated place,1
Ambraziškių,elevation,1
Ambraziūnų,elevation,1
Anavilis,populated place,1
Andrešiūnai,populated place,1
Andriejūnai,populated place,1
Andrioniškis,populated place,3
Andulių,elevation,1
Anginykų,populated place,1
Angių,elevation,1
Aniškio,elevation,1
Antabaltės,elevation,1
Antailgis,populated place,1
Antakalniai,populated place,4
Antalgės,elevation,1
Antalina,populated place,1
Antaniškių,elevation,1
Antaraisčių,elevation,1
Antažiegės,elevation,1
Antilgės,elevation,1
Antkalniškių,elevation,1
Antkalnė,elevation,1
Antomir,populated place,1
Antuppen,populated place,1
Anturkė,populated place,1
Anča,stream,1
Apeikiškio,basin,1
Apuolės,elevation,1
Apušė,stream,1
Apynojai,populated place,1
Apšriūtų,elevation,1
Aradninkų,basin,1
Areiniškiai,populated place,1
Arimaičių,populated place,1
Arklių,convex shoreline,1
Armališkių,elevation,1
Armanai,populated place,1
