name,place_category,frequency
'e,elevation,1
'e,stream,1
'e Fenarbu,stream,1
'e Forros,stream,1
'e Furau,stream,1
'e Gruttas,depression,1
'e Lardai,stream,1
'e Nuxe,depression,1
'e Perreddu,stream,1
'e Predi,stream,1
'e Sammucu,stream,1
'e Silia,stream,1
'e Spineddai,depression,1
'e Sugargia,depression,1
'e Susu,elevation,1
'e Tetti,stream,1
'e Tradalei,depression,1
'e Trattalas,stream,1
'e su Caddu,elevation,1
Abatemarco,stream,1
Abba Frida,stream,1
Abbacchesos,stream,1
Abbadia,stream,1
Abile,elevation,1
Abruzzedu,elevation,1
Abruzzi Apennines,elevated area,1
Accadia,populated place,1
Accumoli,populated place,1
Acereto,populated place,1
Aci Catena,populated place,1
Acidule di,populated place,1
Acone,populated place,1
Acqua San Franco,stream,1
Acquanite,stream,1
Acquasanta,populated place,1
Acquavina,stream,1
Acquavona,depression,1
Acru d'Orguda,depression,1
Acuto,elevation,8
Adalicu,elevation,1
Adamello,elevation,1
Adige,stream,2
Agliena,stream,1
Agna,stream,1
Agnadda,convex shoreline,2
Agnello,elevation,1
Agogna,stream,1
Agognate,populated place,1
Agri,stream,1
Agrosa,populated place,1
Aguzzo,elevation,4
Aiguilles de Trélatête,elevation,1
Ailoche,populated place,1
Al Belvedere,elevation,1
Alanno,populated place,1
Albaredo per San Marco,populated place,1
Albate,populated place,1
Alberazzi,populated place,1
Albergo Maso Corto,populated place,1
Albignano,populated place,1
Albisano,populated place,1
Alborella,island,1
Albrunpass,depression,1
Albule Bagni,populated place,1
Alburno,elevation,2
Alice,convex shoreline,1
Alicudi,island,1
Allana,populated place,1
Allano,populated place,1
Almenno San,populated place,1
Almiddina,stream,1
Almone,stream,1
Alo di Stura,populated place,1
Alpe Succiso,elevation,1
Alpes Venetae,elevated area,1
Alpi Reti,elevated area,1
Alpi Vaudet,populated place,1
Alpina,populated place,1
Altipiano delle Palc di San Martino,elevation,1
Altipiano di Campo Imperatore,area,1
Alto,elevation,1
Alveo del Lago di Fucino,area,1
Alvo,stream,1
Alzarò,elevation,1
Alzi Frucca,convex shoreline,1
Amaseno,stream,1
Ammonite,populated place,1
Amondolea,stream,1
Ampulla,elevation,1
Amyclanus,basin,1
Anapo,stream,1
Ancinale,stream,1
Andrano,populated place,1
Anfela,depression,1
Angera,populated place,1
Annone,populated place,1
Antermoia,populated place,1
Antignano,populated place,1
Apennin,elevated area,1
Apennines,elevated area,1
Appenino,elevated area,1
Appennini Settentrionale,elevated area,1
Appennino,elevated area,1
Appignano,populated place,2
Apsa,stream,1
Apsa di San Donato,stream,1
Aquarone,populated place,1
Aquilone,elevation,1
Araxisi,stream,1
Arbatax di Tortoli,populated place,1
Arbus,elevation,1
Arcione,stream,1
Arcipelago Ponziano,island,1
Arconcello,elevation,1
Arcu 'e s'Ardie,elevation,1
Arcuentu,elevation,1
Ardo,stream,2
Arena,convex shoreline,1
Arena,stream,1
Arenella,convex shoreline,1
Argentario,elevation,2
Argentiera,elevation,1
Argentina,stream,2
Arghentalzos,stream,1
Argusto,populated place,1
Arixi,populated place,1
Armento,populated place,1
Arnaz,populated place,1
Arno,stream,1
Arrubiu,elevation,1
Arrùbia,stream,1
Arsego,populated place,1
Artent,elevation,1
Arundilis,stream,1
Arvo,basin,1
Arzanadolu,elevation,1
Arzilla,stream,2
Asola,stream,1
Asprino,elevation,1
Assi,stream,1
Astrone,stream,1
Astura,stream,2
Atessa,populated place,1
Attone,stream,1
Aupa,stream,1
Aurino,stream,1
Ausente,stream,1
Ausoni,elevated area,1
Austis,populated place,1
Auteri,stream,1
Avello,stream,1
Aventino,elevation,1
Aventino,stream,1
Avolos,underwater elevation,1
Azzana,populated place,1
Azzida,populated place,1
Azzone,populated place,1
Bacchiglione,stream,1
Bacino del Brasimone,basin,1
Bacu sa,stream,1
Badoara,populated place,1
Badolato,populated place,1
Badu Abzolas,stream,1
Badu de Regos,stream,1
Badualzolas,stream,1
Bagnacavallo,populated place,1
Bagnarola,populated place,1
Bagno,populated place,3
Bagno di Romagna,populated place,1
Bagnolo in Piano,populated place,1
Bagnore,populated place,1
Baia di Portovenere,concave shoreline,1
Baite della Rua,populated place,1
Balantina,populated place,1
Balocco,populated place,1
Balsamo,populated place,1
Balzo,populated place,1
Bampensiere,populated place,1
Bar Cenisia,populated place,1
Barba,populated place,1
Barbano,elevation,1
Barbiana,populated place,2
Barbuglio,populated place,1
Barca,stream,2
Bareto,populated place,1
Bargagli,populated place,1
Baroni,populated place,1
Barrias Coupa,elevation,1
Bartolomeo,populated place,12
Baschi,populated place,1
Basento,stream,1
Basilicanova,populated place,1
Basiluzzo,island,1
Battaias,populated place,1
Battipaglia,populated place,1
Battistone,concave shoreline,1
Battistone,convex shoreline,1
Bau,stream,1
Bau 'onu,stream,1
Bau Iois,stream,1
Bau de Mándara,stream,1
Bau is Condinas,elevated area,1
Bau ònu,stream,1
Baunuxi,stream,1
Becca dei Rousses,elevation,1
Becca du Mont,elevation,1
Beccarritu,elevation,1
Bedonia,populated place,1
Belbo,stream,1
Belice,stream,1
Belice Sinistro,stream,1
Belici,stream,1
Benas,stream,1
Berceto,populated place,1
Bergeggi,populated place,1
Berici,elevated area,1
Berni,populated place,1
Bersagliera,populated place,1
Berta,convex shoreline,1
Bertiolo,populated place,1
Besanigo,stream,1
Besano,populated place,1
Bessé-Bas,populated place,1
Biagio Platani,populated place,1
Bianca,convex shoreline,2
Bianca,elevation,1
Bianchi,populated place,1
Bianco,convex shoreline,2
Bianco,stream,4
Bidisone,elevation,1
Biestro,populated place,1
Bila Pec,elevation,1
Bilanciere,elevation,1
Biro,populated place,1
Bitonto,populated place,1
Bittatis,stream,1
Bivio Bonacci,populated place,1
Blavy,populated place,1
Blinnenjoch,depression,1
Blume,elevation,1
Boaria Cavriana,populated place,1
Boarie Tessera,populated place,1
Bobolica,stream,1
Bocca Piazza,depression,1
Boccadifalco,populated place,1
Bocche del Po di Goro e di Gnocca,concave shoreline,1
Bocchetta,depression,1
Bocchigliero,populated place,1
Boeo,convex shoreline,1
Bogna,stream,1
Bogo,stream,1
Boite,stream,1
Bolognese,populated place,1
Bolzano,populated place,3
Bonacquisto,populated place,1
Bonazza,populated place,1
Bonello,depression,1
Bonifica Valle del Mezzano,basin,1
Bonneval,elevation,1
Borghettio d’Arróscia,populated place,1
Borgofranco,populated place,1
Borgonovo Val Tidone,populated place,1
Bormida di Millesimo,stream,1
Bormida di Spigno,stream,1
Bortigali,populated place,1
Boršt,populated place,1
Boschettona,populated place,1
Boscolo,populated place,1
Bosso,stream,1
Bossolasco,populated place,1
Bovino,populated place,1
Braccaxius,elevation,1
Braccetto,convex shoreline,1
Bradano,stream,1
Braglie,populated place,1
Brandinghi,concave shoreline,1
Brasco,stream,1
Bratto,populated place,1
Braulins,populated place,1
Brebeis,basin,1
Breithornpass,depression,1
Breuil,populated place,1
Bric d’Urine,elevation,1
Brignano,populated place,1
Brigolo di,populated place,1
Brocco,stream,1
Brosso,populated place,1
Brucoli,populated place,1
Brugneto,populated place,1
Brusa,stream,1
Brusuglio,populated place,1
Brutto,elevation,1
Bruzzano,convex shoreline,1
Budelli,island,1
Bufalone,stream,1
Buffoluto,concave shoreline,1
Bulimacola,stream,1
Bulla,populated place,1
Bullicame,populated place,1
Buonamico,stream,1
Burotto,elevation,1
Burroni,concave shoreline,1
Busachi,populated place,1
Buseto,populated place,1
Busin Superiore,basin,1
Bussento,stream,1
Busto Garolfo,populated place,1
Buthier,stream,1
Butino,populated place,1
Buttule,stream,1
Bárcola,populated place,1
Bévera,stream,1
Bévéra,stream,1
Ca Pasta,populated place,1
