name,industry,frequency
"""Delta Leasing""",NOT RELEVANT,9
"""GPK Sever""",MATERIALS,9
"""NTS""",INDUSTRIALS,9
"""OPEKA-GRUPP""",HEALTH CARE,9
"""PROTON-ELEKTROTEKS""",INFORMATION TECHNOLOGY,9
"""PZ""Novoladozhskiy""",CONSUMER STAPLES,9
"""RAV AGRO""",CONSUMER STAPLES,9
"""RESURS""",CONSUMER STAPLES,9
"""TEHNOGREYD""",CONSUMER DISCRETIONARY,9
"""TEKHNOARSK""",CONSUMER STAPLES,9
"""TERMINAL-INTER""",CONSUMER DISCRETIONARY,9
"""UDS NEFT""",ENERGY,9
"""VSK ""ENERGOSISTEMA""",INDUSTRIALS,9
"""ferronordik Mashini""",INDUSTRIALS,9
(JSC) Tizpribor,NOT RELEVANT,9
(LLC) AVALON LOGISTICS,REAL ESTATE,9
+ NA DONU,INDUSTRIALS,9
- AGRO,CONSUMER STAPLES,9
- Building Systems,MATERIALS,9
- CLEAN,HEALTH CARE,9
- Consult,INDUSTRIALS,9
- GOLYATKINO,CONSUMER STAPLES,9
- INVEST,CONSUMER STAPLES,9
- IT,INDUSTRIALS,9
- KAZAN',CONSUMER DISCRETIONARY,9
- KHIMPROMSERVIS,MATERIALS,9
- OSNOVA,CONSUMER STAPLES,9
- OSTROV,CONSUMER STAPLES,9
- PERESVET,INDUSTRIALS,9
- POVOLZH'E,INDUSTRIALS,9
- PROMYSHLENNOST,MATERIALS,9
"- UPC,",MATERIALS,9
-BIAL'GAM,HEALTH CARE,9
-NT,MATERIALS,9
03,CONSUMER DISCRETIONARY,9
1,CONSUMER DISCRETIONARY,18
1,INDUSTRIALS,9
100 TONN,INDUSTRIALS,9
100 TONN MONTAZH,INDUSTRIALS,9
1000 Sizes,CONSUMER DISCRETIONARY,9
111,CONSUMER DISCRETIONARY,9
121MARKETING,CONSUMER DISCRETIONARY,9
12storeez,CONSUMER DISCRETIONARY,18
134642,NOT RELEVANT,9
1520 Signal,INDUSTRIALS,9
16 PRODTOVARY,CONSUMER STAPLES,9
165262,NOT RELEVANT,9
17,INDUSTRIALS,9
1C,INFORMATION TECHNOLOGY,9
2,CONSUMER DISCRETIONARY,9
2,MATERIALS,9
2000,CONSUMER DISCRETIONARY,9
2014,CONSUMER STAPLES,9
2016,MATERIALS,9
21,CONSUMER STAPLES,9
21,HEALTH CARE,9
21,INDUSTRIALS,9
21 VEK,CONSUMER DISCRETIONARY,9
21 VEK YUG,CONSUMER DISCRETIONARY,9
24,CONSUMER DISCRETIONARY,9
25,CONSUMER DISCRETIONARY,9
25,CONSUMER STAPLES,9
258709,NOT RELEVANT,9
27,CONSUMER STAPLES,9
2ND STEVEDORE COMPANY (VSK),NOT RELEVANT,9
2RS,INDUSTRIALS,9
3,CONSUMER STAPLES,9
3,MATERIALS,9
32,INDUSTRIALS,9
36 6,CONSUMER STAPLES,18
379221,NOT RELEVANT,9
38,CONSUMER DISCRETIONARY,9
393429,NOT RELEVANT,9
398378,NOT RELEVANT,9
4 PAPAS,CONSUMER DISCRETIONARY,9
5,CONSUMER DISCRETIONARY,9
5,INDUSTRIALS,9
5 KARMANOV,CONSUMER DISCRETIONARY,9
5 KARMANOV-A,CONSUMER DISCRETIONARY,9
50/60,HEALTH CARE,9
5D,CONSUMER STAPLES,9
620665 ANDREEV A.V.,NOT RELEVANT,9
620704,NOT RELEVANT,9
620705,NOT RELEVANT,9
620722 SUVORIN L.V.,CONSUMER STAPLES,9
620730,NOT RELEVANT,9
620736,NOT RELEVANT,9
620737,NOT RELEVANT,9
620842 IBATULLINA M.I.,NOT RELEVANT,9
620943,NOT RELEVANT,9
621697,NOT RELEVANT,9
621698,NOT RELEVANT,9
7 MARTA,REAL ESTATE,9
7-YA OBSHCHESTVO S OGRANICHENNOI,CONSUMER DISCRETIONARY,9
7.62 RENT,REAL ESTATE,9
700,CONSUMER DISCRETIONARY,9
751061,NOT RELEVANT,9
804924,FINANCIALS,9
808796,NOT RELEVANT,9
817087,NOT RELEVANT,9
824075,NOT RELEVANT,9
826489,NOT RELEVANT,9
827018,NOT RELEVANT,9
827981,NOT RELEVANT,9
831943,NOT RELEVANT,9
848153,NOT RELEVANT,9
872373,NOT RELEVANT,9
953846,NOT RELEVANT,9
A,CONSUMER STAPLES,18
A GRUPP,INDUSTRIALS,9
A RENT,NOT RELEVANT,9
A-BROKER,INDUSTRIALS,9
A-CUSTOMS,INDUSTRIALS,9
A-GLORIA,NOT RELEVANT,9
A-LOGISTIC,CONSUMER STAPLES,9
A-MARKET,CONSUMER DISCRETIONARY,9
A-MIKRON,CONSUMER DISCRETIONARY,9
A-P TRADE,CONSUMER STAPLES,9
A-P Trade,CONSUMER STAPLES,9
A-PARK,REAL ESTATE,9
A-SALT,CONSUMER STAPLES,9
A-SERVICE,INFORMATION TECHNOLOGY,9
A-STEKLO,INDUSTRIALS,9
A-STEP,NOT RELEVANT,9
A-Systems,INFORMATION TECHNOLOGY,9
A-TREID,ENERGY,9
A. SPAIS,CONSUMER STAPLES,9
A.C.DISTRIBUTION LIMITED,INDUSTRIALS,9
A.D.D.,NOT RELEVANT,9
A.K. KHAAZE OSTKHANDEL'SGEZEL'SHAFT,COMMUNICATIONS,9
A.M.,MATERIALS,9
A.P.R.,CONSUMER DISCRETIONARY,9
A.S.,NOT RELEVANT,9
A.STUDIYA,CONSUMER DISCRETIONARY,9
A.V.,CONSUMER STAPLES,9
A.V. Farm,CONSUMER STAPLES,9
A.V.-FARM,CONSUMER STAPLES,9
A.v.e,HEALTH CARE,9
A.v.e.-1,CONSUMER DISCRETIONARY,9
A/O AVTOKRAN,INDUSTRIALS,9
A1 AGRO,CONSUMER STAPLES,9
A1-TRANSKOMPLEKT,INDUSTRIALS,9
AA NEZAVISIMOST,NOT RELEVANT,9
AAA,CONSUMER DISCRETIONARY,9
AAA,MATERIALS,9
AAA MOTORS,CONSUMER DISCRETIONARY,9
AAA MOTORS MKP,CONSUMER DISCRETIONARY,9
AAA NEZAVISIMOST PREMER AVTO,NOT RELEVANT,9
AALYCN,NOT RELEVANT,9
AB ARSK,CONSUMER STAPLES,9
AB InBev Efes,CONSUMER STAPLES,9
AB Rail,MATERIALS,9
AB-MARKET,CONSUMER STAPLES,9
AB68NM,NOT RELEVANT,9
ABAMET MANAGEMENT,INDUSTRIALS,9
ABAMET- SEVERO-ZAPAD,INDUSTRIALS,9
ABAMET-KAMA,INDUSTRIALS,9
ABAMET-NSK,INDUSTRIALS,9
ABAMET-OKA,INDUSTRIALS,9
ABAMET-SAMARA,INDUSTRIALS,9
ABAMET-URAL,INDUSTRIALS,9
ABAMET-VOLGA,INDUSTRIALS,9
ABBK,INDUSTRIALS,9
ABC,INDUSTRIALS,9
ABC Farben,MATERIALS,9
ABG TEKHNOLOGII,INDUSTRIALS,9
ABICOM,INDUSTRIALS,9
ABIK SEPTA,HEALTH CARE,9
ABM SPORT,CONSUMER DISCRETIONARY,9
ABP,CONSUMER STAPLES,9
ABRAMZON SEMEN BORISOVICH,CONSUMER STAPLES,9
ABRAU,CONSUMER STAPLES,9
ABRAU-DYURSO,CONSUMER STAPLES,9
ABRAZIV,CONSUMER DISCRETIONARY,18
ABS,INDUSTRIALS,9
ABS Elektro,INDUSTRIALS,9
ABS ZEiM Automation,INDUSTRIALS,9
ABSOLUT,CONSUMER STAPLES,9
ABSOLUT TRADE,INFORMATION TECHNOLOGY,9
ABSOLYUT,CONSUMER STAPLES,9
ABSOLYUT,INFORMATION TECHNOLOGY,9
ABSOLYUT-AGRO,CONSUMER STAPLES,9
ABSOLYUTNYE,INDUSTRIALS,9
ABT,INDUSTRIALS,9
ABW9E2,NOT RELEVANT,9
ABZ-1,INDUSTRIALS,18
ABZ-107,MATERIALS,9
ABZ-DORSTROY,INDUSTRIALS,9
AC,CONSUMER DISCRETIONARY,9
AC LIMITED LIABILITY,INFORMATION TECHNOLOGY,9
AC PETERSBURG COMPANY,NOT RELEVANT,9
ACADEMIYA,CONSUMER DISCRETIONARY,9
ACCORD GC,INDUSTRIALS,9
ACCUAMAX,NOT RELEVANT,9
ACEPLOMB TECHNOLOGIES LTD. CO.,MATERIALS,9
ACHINSK CEMENT,MATERIALS,9
ACHINSK REFINERY OF EASTERN PETRO,ENERGY,9
ACHINSKOE DRSU,INDUSTRIALS,9
ACHISHKHO,CONSUMER DISCRETIONARY,9
ACOUSTIC RU,MATERIALS,9
ACRA (JSC),INDUSTRIALS,9
ACS,CONSUMER DISCRETIONARY,9
ACTI,INFORMATION TECHNOLOGY,9
ACTION,COMMUNICATIONS,9
ACTIV,NOT RELEVANT,9
ACTIVE KHOST RU,INFORMATION TECHNOLOGY,9
AD RUS,HEALTH CARE,9
ADAMANT,INDUSTRIALS,9
ADAMAS,ENERGY,9
ADAMS CHEMICALS,HEALTH CARE,9
ADEPT,CONSUMER STAPLES,9
ADIDAS,CONSUMER DISCRETIONARY,9
ADITIM,INDUSTRIALS,9
ADK,INDUSTRIALS,9
ADK,MATERIALS,9
ADL,INDUSTRIALS,9
ADMINISTRATION COMPANY PRODIMEX-SHU,CONSUMER STAPLES,9
ADMIRALTEISKII,NOT RELEVANT,9
ADONIS,CONSUMER STAPLES,9
ADV,COMMUNICATIONS,9
ADV,CONSUMER DISCRETIONARY,9
ADV BENCHMARK,COMMUNICATIONS,9
ADVANCE,COMMUNICATIONS,9
ADVANS TOBAKKO FAKTORI,CONSUMER STAPLES,9
ADVANTA,CONSUMER STAPLES,9
ADVENSUM,HEALTH CARE,9
ADVENTUM KONSALTING,COMMUNICATIONS,9
ADVERS,CONSUMER DISCRETIONARY,9
ADVERT.RU,COMMUNICATIONS,9
ADVISERS,COMMUNICATIONS,9
ADWATCH,NOT RELEVANT,9
ADYUTON-N,INDUSTRIALS,9
AE Trading Co.,CONSUMER DISCRETIONARY,9
AERO-NEFTO,ENERGY,9
