name,place_category,frequency
Aba,island,1
Abelov,elevation,1
Amika,convex shoreline,1
Antignano,populated place,1
Antun,concave shoreline,1
Anđelina,elevated area,1
Apatovac,populated place,1
Apta,elevation,1
Arbanija,populated place,1
Arsa,basin,1
Arte Velika,island,1
Artina,concave shoreline,1
Artić,convex shoreline,1
Atlinovac,elevation,1
Baba,elevation,1
Babac,island,3
Babajići,populated place,1
Babića,basin,1
Babja,elevated area,1
Babnjača,elevation,1
Babo,convex shoreline,1
Bacili,elevation,1
Bad,convex shoreline,1
Badanj,stream,1
Badikovci,populated place,1
Badljevina,populated place,1
Badušnica,stream,1
Bagna,concave shoreline,1
Bakar,concave shoreline,1
Bakar,populated place,1
Bakarac,concave shoreline,1
Bakovac Kosinjski,populated place,1
Bakul,elevation,1
Balabra,island,1
Balaćev,elevation,1
Baldassi,populated place,1
Bale,elevation,1
Balenica,marsh,1
Balenski Dočići,elevation,1
Balikovac,basin,1
Baljkuša,populated place,1
Balkanski,convex shoreline,2
Bandići,populated place,2
Banići,populated place,2
Banja,concave shoreline,1
Banja,island,1
Banjlovec,populated place,1
Banovo,elevation,1
Bara Kraka,basin,1
Barakovac,stream,1
Barbariga,convex shoreline,1
Barbat,concave shoreline,1
Barbat Na Rabu,populated place,1
Barbato Cove,concave shoreline,1
Barilović,populated place,1
Barjaci,convex shoreline,1
Barjak,island,2
Barna,stream,1
Bartolići,populated place,1
Bartolovci,populated place,1
Bartulovac,stream,1
Baska,concave shoreline,1
Basta,populated place,2
Batinske,populated place,1
Bavkul,elevation,1
Bay Vranjic,concave shoreline,1
Bazje,populated place,1
Bać Dol,depression,1
Bačinska,basin,1
Bačić,elevation,1
Baše,populated place,3
Bašić Poljana,populated place,1
Baška,concave shoreline,2
Baška,populated place,1
Bašte,populated place,1
Bašćanska,concave shoreline,2
Baščanski,concave shoreline,1
Baščica,stream,1
Baščine,elevation,1
Bebrina Bara,stream,1
Beder,populated place,1
Begovići,populated place,1
Begrovo Bilo,elevated area,1
Beguša,stream,1
Belaši,populated place,1
Bele Lučice,concave shoreline,1
Beli,island,1
Belica,elevation,1
Belje,populated place,1
Belovár,populated place,1
Beničanci,populated place,1
Benkovac,populated place,3
Bentina,stream,1
Benuš,convex shoreline,1
Berava,stream,2
Berek,populated place,1
Berevac,stream,1
Bezavina,stream,1
Bibinje,populated place,1
Bijader,populated place,1
Bijakovac,elevation,1
Bijela Lasica,elevation,1
Bijelac,elevation,2
Bijeli,populated place,1
Bijeli Vršići,elevated area,1
Bijelića,elevation,1
Bijelovarska,stream,1
Bilinovac,elevation,1
Biljevina,elevation,1
Biljevina,populated place,1
Bilo,elevated area,1
Bilo,elevation,3
Biluš,elevation,1
Biovčino,populated place,1
Birina,basin,1
Bisaga,island,1
Bisači,island,1
Biskupovac,elevation,1
Bistra,populated place,1
Bistra,stream,2
Bistranski Novaki,populated place,1
Bistračka Bara,marsh,1
Bistrica,populated place,1
Bistrina,concave shoreline,1
Bitoraj,elevation,1
Bitulja,stream,1
Bizovac,populated place,1
Bjelobaba,populated place,1
Bjelovac,populated place,1
Blaca,concave shoreline,1
Blaca,convex shoreline,1
Blagorodovac,populated place,1
Blanje,populated place,1
Blatina,populated place,1
Blato Odolnica,marsh,1
Blatuša,populated place,1
Blatuški,stream,1
Blatuško,elevated area,1
Blaškovec,populated place,1
Blebići,populated place,1
Blečići,populated place,1
Blizna,stream,1
Bljaići,populated place,1
Bobere,populated place,1
Bobija,elevation,1
Bobovišća,populated place,1
Bobovišće,basin,1
Bodliš,elevation,1
Bogdanići,populated place,1
Bogdanovci,populated place,1
Bogdanovići,populated place,1
Bogićevci,populated place,1
Bogliuno,populated place,1
Bogomoglie,populated place,1
Bogutovac,island,1
Bojana,populated place,2
Bojište,elevation,1
Bojna,stream,1
Bokanjačko,basin,1
Bokšić,populated place,2
Borača,elevation,1
Borići,populated place,1
Boričevci,populated place,1
Borovo Naselje,populated place,1
Borovska Ada,island,1
Bosiljevsko Zdihovo,populated place,1
Botići,populated place,1
Botovo,populated place,1
Bovan,elevation,2
Bošnjakuša,depression,1
Boščanska,populated place,1
Boždarić,populated place,1
Božnovac,stream,1
Božurkovica,elevation,1
Bradarići,populated place,3
Brajnovići,populated place,1
Branjska,populated place,1
Bratiškovici,populated place,1
Bratljevac,stream,1
Bratota,elevation,1
Bratovići,populated place,1
Bračevo,elevation,1
Bračice,elevation,1
Brbinj Jaz,concave shoreline,1
Brdace,elevation,1
Bregi,populated place,1
Bregi Kostelski,populated place,1
Brela,populated place,1
Brest,populated place,3
Brestača,populated place,1
Brestica,populated place,1
Brestovice,elevation,1
Brezje Dubravsko,populated place,1
Brezna,stream,1
Breznica Ðakovačka,populated place,1
Brezovača,elevation,3
Brezovica,populated place,2
Brezovica Miholjačka,populated place,1
Brezovo,area,1
Breštanovci,populated place,1
Brežane Lekeničke,populated place,1
Brežnica,stream,2
Brgud,concave shoreline,1
Briacovo,convex shoreline,1
Brijeg,populated place,1
Brijesta,concave shoreline,1
Brijoni,populated place,1
Brijuni,populated place,1
Brisa,depression,1
Bristova,concave shoreline,1
Brištani,populated place,1
Brkat,elevation,1
Brkinac,concave shoreline,1
Brkinac,stream,1
Brlenić,populated place,1
Brodac,elevation,1
Brozorica,convex shoreline,1
Brozova,elevation,1
Broćanac,populated place,1
Brođanci,populated place,1
Brsaćevac,elevation,1
Brubno,populated place,1
Brujići,populated place,1
Brušanica,stream,1
Brušanka,stream,1
Bruška,populated place,1
Brušnjaci,island,1
Brušnjak,island,1
Brđani Cesta,populated place,1
Bršica,concave shoreline,1
Bršljanovica,concave shoreline,1
Bubalova,elevation,1
Bubani,populated place,1
Bublen,stream,1
Bucala,elevation,1
Bucht Ražanj,concave shoreline,1
Budačka,elevation,1
Budima,concave shoreline,1
Budimci,populated place,1
Budimir,populated place,2
Budina,concave shoreline,1
Budokovac,island,1
Bufalo,concave shoreline,1
Buhača,stream,1
Bujakovac,elevation,1
Bujić,elevation,1
Bukanjac,stream,1
Bukevje,populated place,1
Bukovac,populated place,1
Bukovec,populated place,1
Bukovi,elevation,1
Bukovica,populated place,1
Bukovica,stream,1
Bukovčevo,stream,1
Bukvar,elevation,1
Bukvik,elevated area,1
Buliga,populated place,1
Buljani,populated place,1
Buljubašići,populated place,1
Buljuk,elevation,1
Bulušnioa,stream,1
Bunja,populated place,1
Bunjani,populated place,1
Buroli,populated place,1
Bursaći,populated place,1
Butinj,concave shoreline,1
Butišnica,stream,2
Buč,island,1
Buč,populated place,1
Bušelići,populated place,1
Carski,populated place,1
Cavtatska,concave shoreline,1
Ceklin,elevation,1
Cer,elevation,1
Cerane,populated place,1
Ceremošnjak,populated place,1
Cerie,populated place,1
Cerje,elevation,1
Cerna,populated place,1
Cetingrad,populated place,1
Cezara,convex shoreline,1
Chernacz,populated place,1
Cherso,island,1
Ciceli,elevation,1
Cicola,stream,1
Cigelj,elevation,1
Cigino,stream,1
Ciginovac,basin,1
Ciglenica,elevation,1
Cijelo,island,1
Cikov,depression,1
Cipavica,concave shoreline,1
