name,place_category,frequency
Abava,stream,1
Abolkalni,populated place,1
Abragciems,populated place,1
Abragtsiems,populated place,1
Abrina,populated place,1
Acleja,depression,1
Adamovas,basin,2
Aglašs,elevation,1
Aglona,populated place,2
Aglonas,basin,1
Aglonas,elevation,1
Ainavas,basin,1
Aitu,elevation,1
Aizdzire,populated place,1
Aizkalnes,elevation,2
Aizpurve,populated place,4
Aizupe,marsh,1
Aišpūri,marsh,1
Akanstaka,populated place,1
Akas,elevation,2
Akatnīku,marsh,1
Akaviņas,basin,1
Aklītis,basin,1
Akmene,populated place,1
Akmene,stream,1
Akmenskalns,elevation,1
Akmeņsala,populated place,1
Akmeņu,basin,1
Akminīšu,elevation,1
Akmiņu,elevation,1
Aknīste,populated place,1
Aktānu,elevation,1
Akļu,elevation,1
Alkšņupītes Ūdensrijējs,depression,1
Aloja,populated place,1
Aluksne,basin,1
Alunāni,populated place,1
Alunēnu,basin,1
Alūksnes,basin,1
Amata,populated place,1
Amatnieki,populated place,1
Ambaiņu,elevation,1
Ampuri,depression,1
Anchkuna,populated place,1
Anckiņš,elevation,1
Ancāni,populated place,2
Anderi,populated place,1
Andrecēnu,elevation,1
Andreja,convex shoreline,1
Andrejosta,concave shoreline,1
Andricēnu Krievu,elevation,1
Andrāni,populated place,1
Andrēnu,elevation,2
Anduni,populated place,1
Anduļēnu,basin,1
Andužu,basin,1
Anenstaka,populated place,1
Anmuižas,marsh,1
Annas,elevation,1
Anniņu,basin,1
Ansnītkangars,elevation,1
Antiņciems,populated place,1
Antonnieks,basin,1
Antonu,elevation,1
Antropovas,populated place,1
Antypava,populated place,1
Anuļu,basin,1
Ančipovas,basin,1
Ančupānu,elevation,1
Anša,elevation,1
Apaļkalns,elevation,1
Apezers,basin,1
Apguldes,basin,1
Apsauyu,basin,1
Apserde,populated place,1
Apserdes,populated place,1
Apshutsiyems,populated place,1
Apsiņkalns,elevation,1
Apšu,basin,1
Apšu,elevated area,1
Apšupe,populated place,1
Apšė,stream,1
Arhipovkas,basin,1
Arites,basin,1
Arkani,populated place,1
Arkhitekts,populated place,1
Arnicēnu,elevation,1
Asinsezers,basin,1
Asmenītis,basin,1
Asninas,populated place,1
Astra,populated place,1
Asāni,populated place,1
Atašiene,populated place,1
Atomkalns,elevation,1
Atplēsu Liekne,marsh,1
Atstirves,basin,1
Atteku,island,1
Auderi,populated place,1
Augstasila,elevated area,1
Augstrozes Baznīcas,basin,1
Augstā,island,1
Augulienas,basin,1
Augulienes,basin,1
Auguļi,populated place,1
Augļēnu,elevation,1
Augš Podrags,populated place,1
Augšciems,populated place,1
Augšezers,basin,2
Aulejas,marsh,1
Auniņumuiža,populated place,1
Aunīškalns,elevation,1
Auru,populated place,2
Ausekļa,basin,1
Aussolas,elevation,1
Austrumkursas,elevation,1
Auzin’ezer,basin,1
Auziņu,basin,2
Auzāji,populated place,1
Avena,elevated area,1
Aviļka,marsh,1
Avotu,elevation,1
Ayzkraukle,populated place,1
Ayzpute,populated place,1
Aģes,basin,1
Aģes,marsh,1
Aņītes Vidējais,elevation,1
Aščuki,populated place,2
Babecka,elevation,1
Babeilte,basin,1
Babāni,populated place,1
Babītes,basin,1
Babītes,elevation,1
Babītis,basin,1
Bada,elevation,2
Badieļa,marsh,1
Baižu,elevation,1
Bajārkalns,elevation,1
Balašķi,populated place,1
Baldone,populated place,2
Baldones,populated place,1
Balgalvji,populated place,1
Balgaļi,populated place,1
Balozhi,populated place,1
Baložkalns,elevation,5
Baložu,basin,1
Baltais,elevation,1
Baltavas,elevation,1
Baltene,basin,1
Baltezers,basin,2
Baltezers,populated place,6
Baltie Krasti,shoreline,1
Baltiņu,elevation,1
Baltišku,basin,1
Baltā,elevation,2
Baltķēves,elevation,1
Bangas,populated place,1
Banurtu,basin,1
Banuzhi,populated place,1
Baravuški,populated place,1
Batarāgi,populated place,1
Batņi,populated place,1
Baukalns,elevation,1
Bauri,populated place,1
Bauriškas,populated place,1
Bauske,populated place,1
Bautēlis,basin,1
Bauzis,basin,2
Bauņu,elevated area,1
Baļotes,basin,1
Baļķu,marsh,1
Bašku,basin,1
