name,frequency,place_type,place_category
Laugaļkalns,1,hill,elevation
Laugaļu Leja,1,depression,depression
Launaga Iezis,1,cliff,elevation
Lauru Purvs,1,swamp,marsh
Lauzas Purvs,1,swamp,marsh
Lāvas Kalns,1,hill,elevation
Laveru Ezers,1,lake,basin
Lavides Muiža,1,populated place,populated place
Laydzestsiyem,1,populated place,populated place
Lazdiņas,1,populated place,populated place
Lazdiņkalns,1,hill,elevation
Lazdiņu Akmens,1,rock,elevation
Lazdu Kalni,1,hills,elevated area
Lazdu Kalns,7,hill,elevation
Leči,1,populated place,populated place
Lēdurgas Dzirnavezers,1,lake,basin
Leduskalni,1,hills,elevated area
Lēģerkalns,2,hill,elevation
Lēģernieku Atsegums,1,rock,elevation
Legzdiņi,1,populated place,populated place
Leigauņu Pūrs,1,swamp,marsh
Leimaņu Ezers,1,lake,basin
Leitāni,2,populated place,populated place
Lejaslabiņi,1,populated place,populated place
Lejniekkalns,1,hill,elevation
Lelais Peiss,1,marsh,marsh
Lemeša Kalniņš,1,hill,elevation
