name,place_category,frequency
Abades,elevation,1
Abantro,populated place,1
Abedules,elevation,1
Abejón,stream,1
Abelenda,stream,1
Abiego,populated place,1
Ablana,populated place,1
Ablanquejo,stream,1
Abona,populated place,1
Abuín,stream,1
Acebe,elevation,1
Acebuche,populated place,1
Acereda,populated place,1
Aces,populated place,1
Aceuche,elevation,1
Achuela,depression,1
Achueta,depression,1
Acibeiros,populated place,1
Adalia,stream,1
Adrián,populated place,10
Adzaneta de Albaida,populated place,1
Aguacada,elevation,1
Aguafría,populated place,1
Aguamía,convex shoreline,1
Agudela,convex shoreline,1
Agudo Island,island,1
Aguieira,convex shoreline,1
Aguilafuente,populated place,1
Aguja,elevation,1
Ahogá,elevation,1
Aislá,elevation,1
Alagüeces,populated place,1
Albatajar,stream,1
Alberca de Loreto,basin,1
Alberguería,populated place,1
Albiasu,populated place,1
Albolleque,populated place,1
Alborajico,populated place,1
Albujón,populated place,1
Alcalá,convex shoreline,1
Alcalá,populated place,2
Alcalá,stream,1
Alcalá de la,populated place,1
Alcanada,island,1
Alcazaba,stream,1
Alcañiz,populated place,1
Alcobilla,stream,1
Alcocero,populated place,1
Alcojona,elevation,1
Alconada de Maderuelo,populated place,1
Alcoraya,populated place,1
Alcornocal,elevation,1
Alcudia de Monteagud,populated place,1
Alcázar,stream,1
Aldeadávila de Revilla,populated place,1
Aldealafuente,populated place,2
Aldearraso,populated place,1
Alfera,populated place,1
Algarrobo,populated place,1
Aliendre,stream,1
Alloz,populated place,1
Almafrá,populated place,1
Almagros,populated place,1
Almanchares,stream,1
Almenara,elevation,1
Almenaras,elevation,1
Almonaster,populated place,1
Almora,populated place,1
Almoíre,stream,1
Alsasua,populated place,1
Alta,elevation,1
Alta Garaona,elevation,1
Alto,populated place,2
Altos del Hontanar,elevated area,1
Alvaré,populated place,1
Alzórriz,populated place,1
Amacas,convex shoreline,1
Amacus,convex shoreline,1
Amadorio,stream,1
Amandi,shoreline,1
Amarnia,elevation,1
Ambiedes,populated place,1
Amunartia,populated place,1
Anceo,populated place,1
Ancha,convex shoreline,1
Ancha,elevated area,1
Anciles,populated place,2
Andarax,stream,1
Andinas,populated place,1
Andraitx,populated place,1
Andrés,populated place,50
Andrés de Tacones,populated place,1
Andrés del Congosto,populated place,1
Aneto,populated place,1
Angostura,stream,1
Anguila,convex shoreline,1
Anse Teïdent,concave shoreline,1
Ansión,island,1
Aparecida,populated place,2
Arana,populated place,1
Aranda,stream,1
Arangocillo,populated place,1
Aranzuelo,stream,1
Araque,stream,1
Aras,populated place,2
Aravalle,stream,1
Arba de Luesia,stream,1
Arbás,populated place,1
Archipiélago Balear,island,1
Arcón de San Marcos,concave shoreline,1
Ardachón,stream,1
Ardaiz,populated place,1
