place_category,ending
basin,Blanca
basin,Chica
basin,Gallega
basin,Jandilla
basin,Juncosa
basin,Laguna
basin,Larga
basin,Lucía
basin,Muña
basin,Pelancoso
basin,Salina
basin,abriteras
basin,aguna
basin,alina
basin,allega
basin,anca
basin,ancoso
basin,andilla
basin,arga
basin,briteras
basin,cosa
basin,coso
basin,cía
basin,dilla
basin,ega
basin,elancoso
basin,eras
basin,guna
basin,hica
basin,ica
basin,illa
basin,ina
basin,iteras
basin,lanca
basin,lancoso
basin,lega
basin,lina
basin,lla
basin,llega
basin,nca
basin,ncosa
basin,ncoso
basin,ndilla
basin,osa
basin,oso
basin,ras
basin,rga
basin,riteras
basin,teras
basin,ucía
basin,una
basin,uncosa
basin,uña
concave shoreline,Bona
concave shoreline,Capitán
concave shoreline,Clara
concave shoreline,Entugores
concave shoreline,Estremé
concave shoreline,Jinogea
concave shoreline,Nuevo
concave shoreline,Petra
concave shoreline,Petro
concave shoreline,Redonda
concave shoreline,Rivasalla
concave shoreline,Salinas
concave shoreline,Tarida
concave shoreline,Teident
concave shoreline,Tirant
concave shoreline,Virgili
concave shoreline,alinas
concave shoreline,alla
concave shoreline,ant
concave shoreline,anti
concave shoreline,apitán
concave shoreline,ara
concave shoreline,arida
concave shoreline,asalla
concave shoreline,auti
concave shoreline,aña
concave shoreline,bila
concave shoreline,dent
concave shoreline,donda
concave shoreline,d’Or
concave shoreline,edonda
concave shoreline,eident
concave shoreline,emé
concave shoreline,ent
concave shoreline,etra
concave shoreline,etro
concave shoreline,evo
concave shoreline,gea
concave shoreline,gili
concave shoreline,gores
concave shoreline,ida
concave shoreline,ident
concave shoreline,ila
concave shoreline,ili
concave shoreline,illanti
concave shoreline,illauti
concave shoreline,inas
concave shoreline,inillanti
concave shoreline,inillauti
concave shoreline,inogea
concave shoreline,irant
concave shoreline,irgili
concave shoreline,itán
concave shoreline,ivasalla
concave shoreline,lanti
concave shoreline,lara
concave shoreline,lauti
concave shoreline,linas
concave shoreline,lla
concave shoreline,llanti
concave shoreline,llauti
concave shoreline,montaña
concave shoreline,nas
concave shoreline,nda
concave shoreline,nillanti
concave shoreline,nillauti
concave shoreline,nogea
concave shoreline,ntaña
concave shoreline,nti
concave shoreline,ntugores
concave shoreline,ogea
concave shoreline,ona
concave shoreline,onda
concave shoreline,ontaña
concave shoreline,ores
concave shoreline,pitán
concave shoreline,rant
concave shoreline,remé
concave shoreline,res
concave shoreline,rgili
concave shoreline,rida
