name,place_category,frequency
Aabjærg,populated place,1
Aabybro,populated place,1
Aalehoved,convex shoreline,1
Aalling,populated place,1
Aalsrode,populated place,1
Aamose,marsh,1
Aarhus,populated place,1
Aarhus,stream,2
Aarslev,populated place,6
Aarö,island,1
Aastrup,elevation,1
Abelø Nordvest,underwater elevation,1
Abild,populated place,1
Abildtorpe,populated place,1
Aborrebjerg,elevation,1
Adsbøl,populated place,1
Aflandshage,convex shoreline,1
Agdrup,populated place,1
Ager,populated place,1
Agernæs,convex shoreline,1
Agersende,populated place,1
Agersø,island,1
Agersø,populated place,1
Agerø,island,1
Aggersø,island,1
Agnö,convex shoreline,1
Agri,elevation,1
Agtrub,concave shoreline,1
Agtrup,concave shoreline,1
Agtrup,populated place,1
Ahl,convex shoreline,1
Ajstruphede,populated place,1
Ajt,populated place,1
Akselholm,populated place,1
Albatros,underwater elevation,1
Albertslund,populated place,1
Albue,concave shoreline,1
Albæk,convex shoreline,1
Albæk,populated place,2
Algestrup,populated place,3
Allerup,populated place,6
Alleshave,populated place,1
Allestrup,populated place,1
Alling,basin,1
Alling,stream,2
Alme,populated place,1
Almind,stream,1
Almstofte,populated place,1
Alpedal,depression,1
Alrum,populated place,1
Als,convex shoreline,1
Als,island,1
Als,underwater elevation,1
Alslev,populated place,5
Alslev,stream,1
Alverslev,populated place,1
Amager,island,1
Ammelhede,populated place,1
Ammesböl,populated place,1
Ammitsbøl,populated place,1
Amtoft,underwater elevation,1
Anbæk,populated place,1
Andaks,populated place,1
Andemose,convex shoreline,1
Angantyrshøj,elevation,1
Anglandshøj,elevation,1
Anholt,island,2
Ans,populated place,1
Ansager,stream,2
Anst,populated place,1
Arløse Torp,populated place,1
Arnaa,stream,1
Arnager,concave shoreline,1
Arnager,underwater elevation,1
Arninge,populated place,1
Arnitlund,populated place,1
Arnå,stream,1
Arresø,basin,1
Arresødal,populated place,1
Arsenaløen,island,1
Arup,populated place,1
As,convex shoreline,1
Asbo,populated place,1
Ashøj,elevation,2
Ask,populated place,1
Askildrup,populated place,2
